RSSI,Channel_Utilization,Noise_Floor,Latency_Before,Channel,Decision
-83.6715115315648,61.67,-83.6259012405732,96.5148016945517,6,1
-97.8980599426757,34.08,-96.4783814842492,21.7878733112226,149,1
-95.322881299212,27.66,-93.8118821287912,51.2095594733427,6,1
-93.6957258295692,15.02,-95.607045273511,93.0221567516846,6,0
-101.736771688004,38.71,-100.521904981242,43.5963332806428,48,1
-89.8520736800132,40.67,-87.4469854118947,55.4685223827033,6,1
-93.7588707046997,28.24,-91.8552575075241,47.2004839362367,48,1
-93.2161376217556,39.98,-93.4549897902676,31.8552491201361,48,1
-102.254758076243,48.88,-103.124964501047,39.1790413099095,48,1
-92.7158227258103,40.3,-93.0951598246382,94.0969122884594,1,1
-94.3651561222033,40.01,-96.5436101325567,22.4843260739324,149,1
-78.3133463701973,26.04,-78.6330714881428,14.9837826442004,161,1
-101.497873377954,32.22,-99.944956222477,29.0552729199809,44,1
-86.8471103055821,43.93,-89.2283826525763,94.3068732487938,6,1
-93.2086752830316,35.97,-96.0510136999805,93.202396368886,1,1
-86.8193951800249,41.18,-88.2674300618862,65.1426513700101,6,1
-99.6922582749702,20.91,-101.053508717661,41.660955174688,149,0
-84.6959591900571,36.22,-85.5599472025854,86.6298451628535,6,1
-89.2463648626858,40.83,-92.227278714743,53.7031046171602,6,1
-91.8741894475292,24.72,-89.0238731637285,55.0237185303281,6,0
-94.5043268416513,59.97,-92.6738152166538,86.373523317511,1,1
-96.0078111257054,18.74,-95.801364310305,19.4566631621471,153,0
-86.8846535915872,42.19,-89.5824580043036,59.8221597502187,6,1
-89.0497626869271,33.06,-92.0130381172243,91.1575985936712,6,1
-100.722406451973,26.56,-100.281975346623,22.9532933956363,44,1
-103.935090995935,27.84,-105.993643471783,24.348874366775,48,1
-97.51763088426,56.97,-98.6778823556492,39.882490474984,44,1
-91.5641803093668,27.22,-90.8747133701353,73.0938304661954,6,1
-97.6084938374734,42.08,-94.7391578173144,23.8770616102789,48,1
-98.3106898021282,28.28,-95.5097884734434,35.6363668028723,149,1
-91.0971457100582,28.82,-88.5772392166606,50.4866160658839,6,1
-92.2531689492043,41.6,-91.6186842996713,16.6802810873556,149,1
-91.0175516284119,53.82,-90.4388780913648,76.2124865670937,1,1
-97.092388921011,27.51,-96.5767354334568,22.4130302589803,149,1
-88.2583451420354,42.75,-88.2903418060756,14.7462839170804,149,1
-87.6870456591587,63.24,-87.5851011027404,97.2620974117116,1,1
-85.9560618205857,51.51,-84.856482871736,76.7523719219856,6,1
-89.4126648395606,33.66,-86.5218857856045,18.6463497870629,149,1
-92.3252995614304,36.36,-94.3429784787112,38.7904488855279,48,1
-90.4158772387936,37.38,-87.4630922589792,55.5319809098565,6,1
-98.0495502385924,31.46,-98.6850416696158,18.7941981930343,149,1
-87.0124087079537,24.03,-88.3231102361748,75.2090174809393,6,0
-85.436754275522,48.03,-82.6875083478441,76.3311251813931,6,1
-86.7798496770534,20.17,-85.1663313852672,83.0424204013074,6,0
-95.7121051693956,35.79,-97.3966586196251,51.7369712619611,6,1
-104.988115761092,47.5,-103.254629049195,36.3829524085314,44,1
-99.0677565365466,27.1,-101.263066771904,45.3273198946332,48,1
-100.775435499132,28.98,-99.1497782425853,30.5524868295071,48,1
-100.899297978833,64.93,-103.480517468702,32.1192858610772,40,1
-91.5234756587874,34.17,-91.5840273443012,77.7108049863509,6,1
-92.6546812071614,15.5,-93.7622873872055,10.0697429485755,149,0
-93.5316698819526,17.75,-93.3196564978595,32.5586036807534,149,0
-91.3253201287284,65.79,-89.5616878895366,30.0537152169911,149,1
-98.4673102271474,40.41,-96.6157557527235,69.4941802728608,1,1
-85.589134110591,31.43,-83.8554126650955,55.2845953434142,6,1
-98.7121693881235,49.2,-99.1017476015924,40.9888200641466,44,1
-88.4807446594258,38.39,-86.7130970687525,17.3762014255576,153,1
-96.3454096091378,29.56,-99.1004731038872,29.7025026514807,149,1
-89.3198940164558,55.93,-89.7148859091767,78.3632219478309,6,1
-92.6364580401798,30.42,-91.6327294585587,67.4862054924106,6,1
-83.7114374715913,41.47,-84.4188365593251,99.7555579060356,6,1
-94.3352211606457,31.91,-93.8208958810748,67.9786648994671,6,1
-90.1462369551648,33.48,-91.2994804218773,97.7182307775752,6,1
-98.0459653018472,35.87,-100.007144554204,68.4567953982067,1,1
-93.3203658223276,28.33,-93.7577818258788,55.7031191659486,6,1
-99.9262084710412,22.07,-102.755786202264,13.7471629835645,48,0
-98.1520279493654,42.3,-95.5127789826327,55.4289409443004,1,1
-84.761514462259,20.06,-82.1010660240408,99.1359656094752,6,0
-90.6833895082737,39.57,-92.1954095295713,60.0582733701898,6,1
-99.7734412232077,17.48,-98.2977916387873,26.0568935773387,48,0
-93.0365299388935,40.36,-91.2230610777414,53.5025812079621,6,1
-91.6964149663087,40.31,-91.3274152923182,41.9424615672866,149,1
-85.7285936541989,33.11,-87.8002625442137,84.0490011853808,6,1
-89.0153276160485,29.71,-86.1737168764833,88.5585435401247,6,1
-88.5101901918099,15.34,-90.6843421959165,71.5663879069505,6,0
-94.0716810484973,26.78,-93.9411739682377,65.4630511528096,6,1
-89.5615021814231,32.36,-90.958552730082,59.2834824693313,6,1
-89.945023000038,41.38,-90.8491791880112,21.4556830264351,153,1
-91.3205474865046,42.6,-93.0437388210144,22.8609964178387,149,1
-97.544732227948,33.48,-95.3396523357699,33.2969798422189,149,1
-96.4168118358293,40.36,-96.309132620639,16.5563133266812,149,1
-93.3665013701719,43.06,-96.0874401751033,45.0599569040335,48,1
-97.9438667312135,37.87,-98.1898748332925,42.7989277365497,48,1
-94.8800106652065,37.13,-95.4202285243861,56.0897076582048,6,1
-92.7706041547043,29.54,-94.6662791407344,45.9556552534632,153,1
-98.02953710436,35.41,-96.694784624961,43.7168570399616,48,1
-98.7109260551306,48.61,-98.3436871040061,11.2775365652869,48,1
-99.5195310513321,31.58,-100.909846856005,29.1161789839649,149,1
-84.1534950671786,31.25,-85.1237817114338,58.4652631928018,6,1
-85.0668168218499,24.5,-85.6846008538006,75.4991002453489,6,0
-96.692144388697,27.72,-98.3816307725892,91.4840682172236,1,1
-92.697039283668,38.38,-92.617416478614,15.1896065754622,149,1
-89.8255236289465,30.26,-87.2625877275492,81.7020902511043,6,1
-83.704395780775,30.71,-84.634328078455,98.2575698596151,6,1
-98.330455734625,57.89,-99.0257990691257,24.9678377596494,48,1
-87.2088430352278,40.27,-89.5206321262699,71.6760092143708,6,1
-91.2701091725686,39.91,-91.702240437501,92.4649840781494,6,1
-97.6531209786312,39.97,-99.9208915695625,54.8836057003192,1,1
-93.7257111865163,45.49,-91.192778901753,68.922455065069,1,1
-91.1577407509854,27.07,-90.4324924900894,62.0449815300434,6,1
-89.8050912183595,35.34,-89.9804280932056,82.0964246559694,6,1
-87.8527447182521,16.53,-89.7464630846386,58.0244862991463,6,0
-90.8343604431036,32.17,-90.0974962968229,68.7437905854161,6,1
-101.125633221058,41.55,-100.0507590481,48.8447052286134,40,1
-91.6416578147175,44.05,-89.1281493832733,77.7126552937043,6,1
-85.316927217606,32.74,-87.8649284762475,92.2129159248113,6,1
-97.0554457404088,34.11,-98.6353531568737,31.2947614245515,149,1
-84.3709577991553,35.86,-87.2682939816732,89.036708480727,6,1
-91.0925470979105,31.1,-89.0568654831607,71.8609830086277,6,1
-87.685820822261,40.42,-87.7498910531524,56.7617518689869,6,1
-88.2657040993636,33.13,-90.0223968628758,57.6994518268913,6,1
-97.0919455634268,33.97,-98.0240026531617,16.0524986194967,149,1
-88.6999113028931,27.32,-87.5436204467273,17.885150065788,149,1
-89.0259547923866,50.21,-91.0137480344936,76.7986079130401,6,1
-91.36038944161,31.39,-93.6529670454732,64.1453394318995,6,1
-87.9593440890698,36.61,-89.6418429102332,93.230296389736,6,1
-90.6434750293272,28.96,-92.0694268355047,88.4314754628592,6,1
-89.2481773151723,40.23,-87.0012265651063,11.0331727857701,153,1
-95.3590210131846,52.65,-97.5893603784092,65.4283248794458,1,1
-92.3867525094719,17.07,-94.4960319764631,25.2328276151998,149,0
-95.3956875324208,20.26,-92.9771039965181,28.8040137995948,149,0
-101.739074730047,44.0,-103.787738920297,28.9338352371047,44,1
-99.1362939353784,17.45,-96.2342190360426,10.7980026323839,48,0
-89.441407162379,31.91,-88.3482438786193,39.483862017282,149,1
-92.2756667534106,38.13,-91.133670921269,96.0593012769088,1,1
-98.5906597152645,41.03,-98.500556178293,99.6796518793844,1,1
-94.5568703564998,24.69,-92.9275714889934,93.5480809353866,6,0
-88.8471350596526,35.28,-90.2263151897438,55.9336055675914,6,1
-81.1047444533639,41.09,-83.9786215257123,53.2004785310284,11,1
-88.1132097419619,35.62,-89.9099755857473,63.2310753201789,6,1
-87.477394037077,35.78,-88.3849770160492,58.2263971813395,6,1
-93.2068201705958,20.85,-95.701287906088,58.8563572099127,6,0
-87.8836584877552,42.9,-85.8437053468593,23.1403047144268,149,1
-89.4752964634439,33.77,-91.9110445706209,71.743726330459,6,1
-87.1039366429185,20.33,-87.2238060993543,41.4360738532537,157,0
-90.8370409655171,14.51,-93.6431604825778,31.624244636842,149,0
-90.2776083834632,34.91,-89.2934999812036,53.8365120215912,6,1
-102.081135278963,34.73,-105.017828544262,31.3130814960557,48,1
-87.9116473383917,36.01,-88.3788191405439,74.714220214759,6,1
-86.147127451337,33.86,-86.5965530318329,74.2849092818514,6,1
-92.3941812673441,34.34,-95.3398026782242,92.3138686236459,6,1
-98.3143970031662,36.13,-98.8667619913606,39.5348517429862,48,1
-90.4888336726974,56.96,-89.827570407393,51.5085325600955,6,1
-92.7092829633053,29.16,-92.9132820118942,24.4810486581332,149,1
-87.1043438204423,32.34,-88.2071585725598,94.0967480258492,6,1
-88.8218333512156,41.27,-87.1722153231395,99.7958705208884,6,1
-88.0432862971307,33.27,-89.2026836002903,65.6740641905716,6,1
-95.5093012925971,33.12,-96.8009435117106,11.7904503614303,149,1
-97.6289751349035,20.52,-97.383817661953,85.7224246969697,1,0
-94.4123803485239,28.32,-92.0539999311441,69.8248814496151,6,1
-99.2689370866569,32.47,-98.8208847493982,33.0800021749491,48,1
-95.6633131186696,38.35,-96.693428338397,80.8935541800498,1,1
-92.9990674943376,42.11,-95.0297346480404,34.237954286252,149,1
-89.0971074493931,23.71,-90.5843936647722,52.8621033153298,6,0
-93.4264502880462,50.02,-92.8574985524035,47.3958579407029,48,1
-102.029763125499,23.24,-101.814663562611,38.2489328827709,48,0
-90.3865070354862,33.76,-91.906388592339,22.0995069831593,153,1
-92.6803907974819,37.17,-94.8169246015937,94.5208461305112,1,1
-90.3769190252681,47.63,-88.6235977010508,51.000631909407,6,1
-100.914573646528,46.37,-101.280884568707,37.2045773527392,44,1
-96.6004708044299,35.18,-93.8541617984653,89.0698530136258,1,1
-88.5448492937871,14.26,-88.9501012822556,60.0165026311393,6,0
-91.9869642949466,43.14,-93.6723118809867,36.4498894814438,153,1
-89.3927877308606,31.87,-91.7969980969814,79.098501619262,6,1
-85.1439151360592,41.87,-86.9848999205535,56.8398368405645,6,1
-97.4543374693236,37.51,-99.0885060649759,60.9167787399787,1,1
-96.0148282924881,25.02,-95.645902591507,56.7741758461111,6,1
-104.854760046873,32.86,-105.283309208525,18.3371356178209,48,1
-97.582995369819,31.11,-95.8053356055947,44.74757180187,48,1
-95.6254437096233,35.22,-93.5662587293119,18.8535976774892,48,1
-86.7380219191113,48.92,-88.2608986307589,56.1504929793746,6,1
-88.3785478344255,32.91,-85.7438710548502,93.7366811955839,6,1
-91.7932880194152,49.9,-92.1602617236013,77.2528868444019,1,1
-109.250173136993,51.89,-107.878029037967,23.2366316015526,36,1
-98.2723521805373,33.32,-100.837807167507,17.9072683193504,48,1
-88.7894484876801,31.73,-88.3902071880488,93.7930318626375,6,1
-108.451378156767,25.1,-105.665260776926,24.3896347801009,44,1
-93.1005259355841,45.24,-91.9417851446907,91.3885680361571,1,1
-93.3549437690153,40.47,-91.4134766062002,92.0041977610981,1,1
-98.5282024553192,51.63,-100.969863222328,35.7858984084973,44,1
-85.6203507247262,27.83,-84.454658982268,73.4511719827878,6,1
-92.7451125738279,39.42,-90.3941948233401,65.9393568134962,6,1
-99.2554667098721,48.63,-96.9050625037973,18.3957110623465,48,1
-94.2359911658258,43.65,-93.9827914131041,16.4242610453206,48,1
-91.6132023915679,26.92,-92.2457684996543,29.7014152285715,149,1
-89.2130956057365,31.85,-89.794757686432,59.5974372701097,6,1
-91.3096137975903,35.0,-91.9790984503658,32.021198140927,149,1
-92.9105560672945,24.08,-95.5951707867872,57.6941153080735,6,0
-85.4458604925697,34.88,-87.7531526173816,87.9998997412426,6,1
-95.7371604784056,26.43,-98.2837243176561,33.8556475936858,149,1
-92.8420260712387,28.67,-95.8163308212862,17.9004543091584,149,1
-92.1767633586479,38.16,-89.8282495586955,21.2155825831804,149,1
-85.475723188691,46.79,-83.9665936001435,28.0830628271648,153,1
-93.6327675977436,35.99,-91.954348349034,25.6539406079022,153,1
-97.7119313184114,35.48,-97.4626160341545,14.8158870192517,48,1
-85.8275620389448,34.84,-84.4669550755573,58.293132536975,6,1
-95.9488870435595,40.53,-98.5897312610302,58.6638288275794,1,1
-83.3959466891847,37.18,-84.6918059203077,83.5129792722372,6,1
-91.0050187693308,46.71,-88.6956421230943,44.8715939158258,48,1
-93.6238084970525,32.31,-92.2027471517291,96.8534541536189,1,1
-87.1170577297713,33.36,-85.7239782171419,56.5141049063612,6,1
-87.3808349533274,43.5,-86.7214725033116,87.1388320553947,6,1
-91.4847485431268,36.86,-90.0739732025701,75.2166197370968,6,1
-92.5986885496355,31.92,-93.3316528770403,35.3157807704005,149,1
-94.8564888576479,41.96,-94.48613045492,96.0054447807031,1,1
-94.2834687610806,54.53,-91.5950548869328,76.976886481863,1,1
-86.3171882891703,33.25,-87.4663027739057,59.3084028718462,6,1
-90.100872332738,31.65,-90.8737913643084,65.0258741986056,6,1
-95.8445696573352,53.8,-98.035412024432,57.389315040029,1,1
-88.6928481475316,32.33,-85.7350458552891,66.5290041355147,6,1
-87.539373586554,42.15,-85.4565079568385,94.3708465919215,6,1
-96.0231533681873,26.53,-93.4615858270464,73.4891588324481,6,1
-96.7368310460814,39.73,-98.3924402015705,23.3659910569735,48,1
-96.432188743969,33.96,-99.2975922770014,34.1653876546804,48,1
-82.8119305309783,25.19,-82.9606837909098,53.5837164947946,11,1
-91.0149489662123,43.84,-90.637659916219,85.2560538009129,6,1
-92.2198294378699,33.11,-94.7724565936525,27.8195472273879,149,1
-95.5998800271747,24.74,-93.2741023614518,76.3532740444297,6,0
-92.9578402885347,14.5,-95.6986283039424,44.799976716217,149,0
-91.7574539129985,29.08,-90.5011637868493,37.4179226157768,48,1
-100.549840082425,48.74,-102.585139145642,12.1346913042265,44,1
-98.7600175342838,17.97,-99.437931938487,26.2696221536446,48,0
-93.7305488302611,38.28,-96.6367179689948,15.9925379751523,149,1
-87.2941523990292,58.64,-88.6958329239653,90.1462788450069,6,1
-98.1748369627173,37.67,-97.5048492497281,43.8320040777193,48,1
-87.579984842524,30.55,-87.0194436724152,78.2553281100827,6,1
-90.9029280437178,29.43,-91.0615949527266,42.8668637744101,153,1
-86.4397857696682,34.54,-85.5706200484883,77.4227394947546,6,1
-96.9840383374952,23.12,-96.5018543956466,92.8901110217455,1,0
-91.9276442740687,34.93,-93.2346567342286,25.4531219403399,153,1
-87.3204238655369,17.35,-85.3251254923826,57.340783541812,6,0
-97.6623958787926,48.16,-99.1814035824431,60.4506808074448,1,1
-91.062492093922,27.13,-89.2016617759714,30.2756451486895,149,1
-97.1153988904349,31.15,-95.0383340528746,34.5129828099199,48,1
-88.9862246133401,31.67,-91.5240577935127,24.7237983670723,149,1
-91.7457549068623,44.98,-91.0297245325279,82.5349972336734,1,1
-100.996652817416,37.91,-103.771269812023,10.2882274619202,149,1
-100.754855810868,44.59,-98.4992522581967,32.8759587064148,44,1
-89.5285493552813,55.86,-91.380549033583,56.0952029704426,6,1
-92.7275774892182,34.37,-91.9566984288557,59.0361582322401,6,1
-97.6376795029908,28.92,-99.1547322847134,31.6104877725037,149,1
-104.859653975554,39.51,-103.996864887795,29.1384102412116,44,1
-95.8300682331775,34.61,-97.4831260224041,87.1249343239556,1,1
-89.2742762786321,26.48,-91.6326737604625,93.5386847898689,6,1
-90.4204173699637,26.74,-93.0230418059642,43.39202217947,153,1
-97.866292436896,44.68,-99.1451200014059,51.4285912534308,1,1
-86.6430202459189,36.18,-85.5724501608904,71.2435677082751,6,1
-95.2559911299478,35.82,-94.0629684984604,15.8758740939101,153,1
-99.895394287314,33.5,-99.3601779697918,17.633792901075,44,1
-93.2697346881127,41.23,-94.2555652365878,83.5203044628837,1,1
-91.5974532982313,36.94,-93.7747678218546,44.4268866261959,149,1
-90.9711401367744,21.81,-89.0311015386808,22.6497141150714,149,0
-91.5724148141993,43.9,-94.163786176871,81.4266003390603,6,1
-93.5771492643845,36.62,-92.5758736772216,16.0376915414431,153,1
-95.9740550391628,28.51,-97.9642773955749,30.2181130025401,48,1
-95.2499357885315,36.37,-97.5579208311133,99.7621482783842,1,1
-90.4855509224007,49.47,-88.687177912649,39.1546540991165,48,1
-86.3829098295653,28.21,-84.7014606682165,70.2238756171932,6,1
-88.3371658509012,19.55,-88.8455551612608,90.1713206064158,6,0
-89.8530537546839,33.05,-91.8698667488421,94.5401594073696,6,1
-99.0410934656559,41.85,-98.8829889437628,28.4356954300381,48,1
-99.384812750299,41.46,-99.6997762320965,44.4181064002319,48,1
-94.8909290271085,38.6,-93.4185212804654,54.2636211578745,6,1
-87.0646305668736,34.6,-88.0929042594877,56.9761837416899,6,1
-105.949043330817,34.81,-105.160701217131,10.4520142039109,40,1
-94.6542290192675,33.19,-93.8977545234727,83.6464865753816,1,1
-90.3823732552853,26.5,-87.3995212486866,67.5704658505311,6,1
-89.2917160598218,26.39,-91.8118325385015,37.4937470544788,153,1
-91.4711625601185,35.41,-89.5042737122406,75.4428650000414,6,1
-85.329260754084,48.51,-84.0366604311499,59.699152824656,6,1
-97.4057694029294,49.62,-100.328639802537,92.3588329075436,1,1
-92.313010304795,52.72,-93.4750726938219,99.0896707300672,1,1
-95.2802125977786,47.18,-94.552333342633,82.4500216579143,1,1
-100.299056713804,24.73,-101.877757701426,32.1909464710792,48,0
-87.9880276774378,26.82,-86.4431707218788,44.6067663257303,149,1
-88.3587459149865,31.63,-86.1545374285463,96.8129608443458,6,1
-90.3202588006473,23.7,-91.4810899486288,64.5639166541513,6,0
-97.1053052863662,34.59,-97.6251646975754,52.0782811087845,1,1
-87.9543562612932,40.15,-88.273750331735,27.5303008251298,149,1
-90.1259973933522,32.62,-90.8363257264728,52.2086817380775,6,1
-92.9062912250025,46.67,-91.8011809053378,29.1862851412819,149,1
-86.4746506496031,32.42,-87.6521889943472,61.8246792087973,6,1
-89.9990955045363,35.6,-91.4414548857962,91.54527177312,6,1
-99.8452552576879,37.16,-100.485138225201,43.4228283985824,44,1
-88.2049508362845,29.11,-88.6133275230039,41.6359502075974,153,1
-95.5305975778466,15.81,-97.1109388816016,48.898455601116,48,0
-94.5593476790774,34.32,-95.1573281605493,28.5846033887957,48,1
-91.7512636134538,25.06,-93.3576923250297,24.7674895130059,149,1
-101.0846525348,43.5,-102.323952713101,42.9304697771396,48,1
-95.3157326202496,42.4,-95.3400186222399,52.7275478197682,1,1
-91.6307064535014,38.65,-94.5754606964659,66.6072068826345,6,1
-93.8759276177456,12.88,-91.9917671218391,22.8697781210012,149,0
-95.5216621118688,35.14,-92.6018321242976,70.8262265289318,1,1
-97.0743938655856,38.95,-94.8689461512982,41.069860286737,44,1
-99.4539347947972,19.51,-100.125607255401,70.7036219406872,1,0
-97.3835982117596,31.29,-95.3240077062031,28.5626582117161,48,1
-90.9267610812577,29.95,-88.2187695279517,30.5059496424659,149,1
-92.6805622582232,25.26,-91.9896628925689,31.0609540095084,153,1
-85.6206885033987,27.65,-84.5517437842715,99.5564642583783,6,1
-88.342049595634,27.95,-88.2076395535517,80.4038754531586,6,1
-90.4042798853695,41.26,-88.3927140500737,22.1773368776695,149,1
-88.3131793110744,31.31,-87.3038995375465,52.4738352591482,6,1
-100.878864847278,37.81,-102.703401623729,42.9942687733362,48,1
-88.3616427030993,38.09,-86.6052856106757,38.3077557803412,157,1
-86.5965705247782,13.04,-89.4610046810433,93.2664476627444,6,0
-83.6185710381451,34.75,-84.5365094863448,50.5574919866791,6,1
-92.9036452008379,35.34,-93.1311481538686,40.5241948113505,149,1
-89.3512814885433,40.38,-87.4332881993405,91.8820097138988,6,1
-98.9212786574778,47.47,-96.4108656102071,43.4398355091799,44,1
-88.6862920054967,34.24,-86.1480666895555,87.9093405566687,6,1
-94.2556160258886,24.92,-96.3360357187736,47.1005659150845,48,0
-94.736609101502,43.2,-96.902080390609,77.4855753882472,1,1
-90.5020897197773,37.11,-90.0054669794058,58.3312338785904,6,1
-95.0558212750339,35.83,-95.8756701421988,76.8425819998639,1,1
-91.0341030630252,34.25,-90.2747324756876,78.9237351526382,6,1
-93.8289350730654,28.66,-93.635209618003,49.2117466885171,149,1
-98.7991966811153,19.74,-101.577224363875,22.3311966774884,48,0
-91.7152751592469,52.05,-92.5253639845008,76.5478615078914,1,1
-88.7903769474012,42.15,-90.6003192286322,35.2980580470645,153,1
-88.1872677343556,39.56,-87.1412881069934,80.0729717970959,6,1
-95.1264589528601,23.98,-92.6892782570377,16.2168461121479,48,0
-86.0861938886547,40.69,-83.3502026384102,85.0301629843431,6,1
-90.1919338336421,14.74,-92.597000811323,82.0250884440144,6,0
-82.3251980684535,35.12,-83.8178618892609,22.7664710288068,153,1
-89.5001141241705,44.48,-87.6605563004579,79.5439786602671,6,1
-95.6936659912297,46.02,-94.6507170336809,21.9068914259287,149,1
-99.4263835228353,34.17,-97.4979916637686,32.2107700420513,44,1
-92.2871076344375,22.52,-94.4453975577097,91.8462164954646,6,0
-99.0362968059436,16.64,-100.358890115281,16.431166014003,149,0
-84.1460608482376,52.02,-84.8981773978039,84.1890511751145,6,1
-84.9326927901944,35.6,-82.982748776916,57.3053619064338,6,1
-96.9670835727489,27.68,-95.8301936018519,22.6751246773482,48,1
-90.3468825328476,34.62,-88.545260031095,82.1773218771002,6,1
-90.2900538181167,37.57,-91.2081726488035,50.9438540457452,6,1
-87.1102244535672,44.84,-84.6375306620303,54.4965697944334,6,1
-96.6214761132085,31.53,-97.0733198920543,28.4232151003387,48,1
-104.219151978101,41.42,-103.025121146628,29.6351357515761,44,1
-89.8455490487211,38.02,-91.2795344122433,13.8107521935239,149,1
-98.4716383794424,35.98,-101.051112090594,20.4209725269509,149,1
-94.652717829462,45.37,-92.5747038200413,93.9833041326222,1,1
-90.9146673163418,34.37,-92.9358970783838,43.2361201384631,149,1
-97.8736763898478,33.6,-96.0856158677471,27.6575221067242,149,1
-97.2645985985584,29.65,-94.526534683016,42.3567715173584,48,1
-90.1763741782754,27.9,-91.7272898363253,46.2840263043936,149,1
-97.0843632760477,29.85,-97.4354809411788,69.970198255092,1,1
-98.2687724628894,29.36,-101.13597280954,45.1176625599842,44,1
-90.4825487153261,43.4,-88.7085006677541,65.2571545422007,6,1
-91.5162199123927,40.99,-92.7360495448607,72.4814218455718,6,1
-86.6964026845354,40.08,-84.702570154244,83.5336519470707,6,1
-90.3809803129014,43.23,-88.4864884518757,95.8876244585688,6,1
-93.416267652677,48.37,-94.1890760071296,86.2794274935917,1,1
-98.5058374902504,27.21,-96.1005115708526,56.3118600283147,1,1
-95.4816002366405,32.65,-94.2822543561769,33.6771321124074,149,1
-96.510786777238,48.28,-96.170924628717,30.4564067919464,149,1
-94.9171274340711,30.83,-94.1657580001139,32.8751175416398,153,1
-94.1935510605958,25.48,-95.9535436608952,32.9135805554565,153,1
-86.8438751746791,46.09,-85.019910027816,97.8997910528114,6,1
-82.0731609704488,29.95,-82.3896228990983,98.3603931268864,6,1
-94.985361086364,43.5,-97.0438714936933,43.4441422538033,149,1
-89.1210593572105,33.49,-86.6821062989673,78.9258777068348,6,1
-89.8581995979627,42.29,-92.1476688145367,52.7372618246315,6,1
-91.144665037416,17.76,-93.2418165189734,83.2306918562757,6,0
-98.1962578299589,25.03,-100.188626345123,26.8969964206997,48,1
-99.1967840194349,32.31,-97.4036812582311,20.0525183490177,44,1
-98.4125655124334,30.35,-97.2502107874023,54.4499974684146,1,1
-91.1272592441428,36.24,-92.4500217238791,84.6132229848949,6,1
-88.5985473527307,26.59,-88.471060440495,61.1913220465844,6,1
-87.5289663899042,54.04,-86.311553473022,87.6465334808186,6,1
-93.6704025583863,35.37,-91.3917122577806,14.8146389033218,48,1
-98.2931556355443,41.79,-101.027435328781,22.8904935361558,48,1
-96.0131476902596,26.9,-96.0951114160761,27.2506743215674,48,1
-92.764405499002,38.89,-91.4459711293169,49.6275994486681,48,1
-98.857920775005,31.91,-97.8212931738096,12.5912680344682,48,1
-87.6330719028855,49.0,-86.9224548099625,97.8724605890436,6,1
-85.5463555713194,30.48,-83.9423706889501,59.3715033987506,6,1
