Timestamp,Channel,Best_Channel,RSSI,Noise_Floor,Channel_Utilization,Latency_Before,Signal Quality (%),Interference_Status,Decision
"2026-06-24 23:10:03","11_36","1_36",-55.0,-102.0,54.0,999.0,100,"Medium","Change 2.4GHz to Ch 1"
"2026-06-24 23:15:03","1_36","11_36",-55.0,-102.0,57.0,999.0,100,"Medium","Change 2.4GHz to Ch 11"
"2026-06-24 23:20:03","11_36","6_36",-55.0,-102.0,57.0,999.0,100,"Medium","Change 2.4GHz to Ch 6"
"2026-06-24 23:25:03","6_36","11_36",-55.0,-102.0,64.0,999.0,100,"Medium","Change 2.4GHz to Ch 11"
"2026-06-24 23:30:02","11_36","11_36",-55.0,-102.0,61.0,120.215,100,"Medium","No Change"
"2026-06-24 23:35:03","11_36","1_36",-55.0,-102.0,76.0,999.0,100,"High","Change 2.4GHz to Ch 1"
"2026-06-24 23:40:02","1_36","1_36",-55.0,-102.0,72.0,83.147,100,"High","No Change"
"2026-06-24 23:45:02","1_36","6_161",-55.0,-102.0,70.0,173.642,100,"High","Change 2.4GHz to Ch 6 & 5GHz to Ch 161"
"2026-06-24 23:50:01","6_161","6_161",-55.0,-102.0,60.0,40.753,100,"Medium","No Change"
"2026-06-24 23:55:03","6_161","11_36",-55.0,-102.0,48.0,999.0,100,"Medium","Change 2.4GHz to Ch 11 & 5GHz to Ch 36"
"2026-06-25 00:00:01","11_36","11_36",-55.0,-102.0,57.0,52.064,100,"Medium","No Change"
"2026-06-25 00:05:02","11_36","1_161",-55.0,-102.0,47.0,282.177,100,"Medium","Change 2.4GHz to Ch 1 & 5GHz to Ch 161"
"2026-06-25 00:10:01","1_161","1_161",-55.0,-102.0,73.0,57.324,100,"High","No Change"
"2026-06-25 00:15:01","1_161","1_161",-55.0,-102.0,59.0,64.335,100,"Medium","No Change"
"2026-06-25 00:20:02","1_161","1_161",-55.0,-102.0,80.0,66.288,100,"High","No Change"
"2026-06-25 00:25:01","1_161","1_161",-55.0,-102.0,48.0,63.984,100,"Medium","No Change"
"2026-06-25 00:30:01","1_161","1_161",-55.0,-102.0,53.0,36.932,100,"Medium","No Change"
"2026-06-25 00:35:02","1_161","1_161",-55.0,-102.0,62.0,47.206,100,"Medium","No Change"
"2026-06-25 00:40:02","1_161","1_161",-55.0,-102.0,56.0,36.749,100,"Medium","No Change"
"2026-06-25 00:45:02","1_161","1_161",-55.0,-102.0,65.0,35.253,100,"High","No Change"
"2026-06-25 00:50:02","1_161","1_161",-55.0,-102.0,74.0,59.207,100,"High","No Change"
"2026-06-25 00:55:02","1_161","1_161",-55.0,-102.0,49.0,60.315,100,"Medium","No Change"
"2026-06-25 01:00:02","1_161","1_161",-55.0,-102.0,61.0,51.454,100,"Medium","No Change"
"2026-06-25 01:05:02","1_161","1_161",-55.0,-102.0,59.0,69.623,100,"Medium","No Change"
"2026-06-25 01:10:02","1_161","1_161",-55.0,-102.0,66.0,42.306,100,"High","No Change"
"2026-06-25 01:15:02","1_161","1_161",-55.0,-102.0,63.0,64.591,100,"Medium","No Change"
"2026-06-25 01:20:02","1_161","1_161",-55.0,-102.0,54.0,59.442,100,"Medium","No Change"
"2026-06-25 01:25:04","1_161","11_161",-55.0,-102.0,70.0,999.0,100,"High","Change 2.4GHz to Ch 11"
"2026-06-25 01:30:00","11_161","11_161",-55.0,-102.0,62.0,42.983,100,"Medium","No Change"
"2026-06-25 01:30:02","11_161","11_161",-55.0,-102.0,78.0,57.962,100,"High","No Change"
"2026-06-25 01:35:02","11_161","11_161",-55.0,-102.0,45.0,30.187,100,"Medium","No Change"
"2026-06-25 01:40:02","11_161","11_161",-55.0,-102.0,78.0,36.05,100,"High","No Change"
"2026-06-25 01:45:02","11_161","11_161",-55.0,-102.0,60.0,75.256,100,"Medium","No Change"
"2026-06-25 01:50:02","11_161","11_161",-55.0,-102.0,78.0,37.306,100,"High","No Change"
"2026-06-25 01:55:02","11_161","11_161",-55.0,-102.0,78.0,31.892,100,"High","No Change"
"2026-06-25 02:00:02","11_161","11_161",-55.0,-102.0,65.0,34.158,100,"High","No Change"
"2026-06-25 02:05:02","11_161","11_161",-55.0,-102.0,49.0,66.131,100,"Medium","No Change"
"2026-06-25 02:10:02","11_161","11_161",-55.0,-102.0,63.0,42.952,100,"Medium","No Change"
"2026-06-25 02:15:02","11_161","11_161",-55.0,-102.0,54.0,43.959,100,"Medium","No Change"
"2026-06-25 02:20:02","11_161","11_161",-55.0,-102.0,48.0,143.92,100,"Medium","No Change"
"2026-06-25 02:25:02","11_161","11_161",-55.0,-102.0,77.0,47.064,100,"High","No Change"
"2026-06-25 02:30:02","11_161","11_161",-55.0,-102.0,71.0,35.457,100,"High","No Change"
"2026-06-25 02:35:02","11_161","11_149",-55.0,-102.0,66.0,176.766,100,"High","Change 5GHz to Ch 149"
"2026-06-25 02:40:02","11_149","11_149",-55.0,-102.0,47.0,31.601,100,"Medium","No Change"
"2026-06-25 02:45:04","11_149","1_44",-55.0,-102.0,70.0,999.0,100,"High","Change 2.4GHz to Ch 1 & 5GHz to Ch 44"
"2026-06-25 02:50:02","1_44","1_44",-55.0,-102.0,72.0,83.029,100,"High","No Change"
"2026-06-25 02:55:02","1_44","1_44",-55.0,-102.0,74.0,39.379,100,"High","No Change"
"2026-06-25 03:00:02","1_44","1_44",-55.0,-102.0,74.0,72.303,100,"High","No Change"
"2026-06-25 03:05:02","1_44","1_44",-55.0,-102.0,49.0,41.6,100,"Medium","No Change"
"2026-06-25 03:10:02","1_44","1_44",-55.0,-102.0,67.0,44.913,100,"High","No Change"
"2026-06-25 03:15:02","1_44","1_44",-55.0,-102.0,48.0,40.486,100,"Medium","No Change"
"2026-06-25 03:20:02","1_44","1_44",-55.0,-102.0,45.0,38.643,100,"Medium","No Change"
"2026-06-25 03:25:02","1_44","1_44",-55.0,-102.0,56.0,39.551,100,"Medium","No Change"
"2026-06-25 03:30:02","1_44","1_44",-55.0,-102.0,71.0,151.527,100,"High","No Change"
"2026-06-25 03:35:02","1_44","1_44",-55.0,-102.0,51.0,38.523,100,"Medium","No Change"
"2026-06-25 03:40:02","1_44","1_44",-55.0,-102.0,63.0,36.218,100,"Medium","No Change"
"2026-06-25 03:45:02","1_44","1_44",-55.0,-102.0,63.0,33.845,100,"Medium","No Change"
"2026-06-25 03:50:02","1_44","1_44",-55.0,-102.0,69.0,35.039,100,"High","No Change"
"2026-06-25 03:55:02","1_44","1_44",-55.0,-102.0,52.0,37.837,100,"Medium","No Change"
"2026-06-25 04:00:02","1_44","1_44",-55.0,-102.0,80.0,41.722,100,"High","No Change"
"2026-06-25 04:05:02","1_44","1_44",-55.0,-102.0,71.0,41.938,100,"High","No Change"
"2026-06-25 04:10:02","1_44","1_44",-55.0,-102.0,75.0,52.805,100,"High","No Change"
"2026-06-25 04:15:02","1_44","1_44",-55.0,-102.0,58.0,40.481,100,"Medium","No Change"
"2026-06-25 04:20:02","1_44","1_44",-55.0,-102.0,79.0,39.091,100,"High","No Change"
"2026-06-25 04:25:02","1_44","1_44",-55.0,-102.0,57.0,46.545,100,"Medium","No Change"
"2026-06-25 04:30:02","1_44","1_44",-55.0,-102.0,65.0,43.194,100,"High","No Change"
"2026-06-25 04:35:02","1_44","1_149",-55.0,-102.0,46.0,152.408,100,"Medium","Change 5GHz to Ch 149"
"2026-06-25 04:40:02","1_149","1_149",-55.0,-102.0,73.0,30.709,100,"High","No Change"
"2026-06-25 04:45:02","1_149","1_149",-55.0,-102.0,76.0,38.179,100,"High","No Change"
"2026-06-25 04:50:02","1_149","1_149",-55.0,-102.0,54.0,44.029,100,"Medium","No Change"
"2026-06-25 04:55:02","1_149","1_149",-55.0,-102.0,79.0,52.216,100,"High","No Change"
"2026-06-25 05:00:02","1_149","1_149",-55.0,-102.0,67.0,47.224,100,"High","No Change"
"2026-06-25 05:05:02","1_149","1_149",-55.0,-102.0,62.0,34.283,100,"Medium","No Change"
"2026-06-25 05:10:02","1_149","1_149",-55.0,-102.0,59.0,116.635,100,"Medium","No Change"
"2026-06-25 05:15:02","1_149","1_149",-55.0,-102.0,46.0,34.584,100,"Medium","No Change"
"2026-06-25 05:20:02","1_149","1_149",-55.0,-102.0,52.0,49.294,100,"Medium","No Change"
"2026-06-25 05:25:02","1_149","1_149",-55.0,-102.0,57.0,50.983,100,"Medium","No Change"
